       text0   text1   text2   text3   text4   text5   text6   text7   text8   text9   text10  text11  text12  text13  text14  text15  text16  text17  text18  text19  text20  text21  text22  text23  text24  text25  text26  text27  text28  text29  text30  text31  text32  text33  text34  text35  text36  text37  text38  text39  text40  text41  text42  text43  text44  text45  text46  text47
       ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------  ------
text29|                                                                                                                                                                                                                                                0.62    0.65    0.00    0.00    0.35    0.32    0.19    0.00    0.35    0.32    0.19    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text30|                                                                                                                                                                                                                                                        0.86    0.00    0.00    0.41    0.38    0.16    0.00    0.41    0.38    0.16    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text31|                                                                                                                                                                                                                                                                0.00    0.00    0.35    0.30    0.16    0.00    0.35    0.30    0.16    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text32|                                                                                                                                                                                                                                                                        0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
text33|                                                                                                                                                                                                                                                                                0.00    0.00    0.00    1.00    0.00    0.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00  
text34|                                                                                                                                                                                                                                                                                        0.70    0.16    0.00    1.00    0.70    0.16    0.00    0.00    0.05    0.00    0.00    0.00    0.00  
text35|                                                                                                                                                                                                                                                                                                0.16    0.00    0.70    1.00    0.16    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text36|                                                                                                                                                                                                                                                                                                        0.00    0.16    0.16    1.00    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text37|                                                                                                                                                                                                                                                                                                                0.00    0.00    0.00    1.00    1.00    0.00    0.00    0.00    0.00    0.00  
text38|                                                                                                                                                                                                                                                                                                                        0.70    0.16    0.00    0.00    0.05    0.00    0.00    0.00    0.00  
text39|                                                                                                                                                                                                                                                                                                                                0.16    0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text40|                                                                                                                                                                                                                                                                                                                                        0.00    0.00    0.08    0.00    0.00    0.00    0.00  
text41|                                                                                                                                                                                                                                                                                                                                                1.00    0.00    0.00    0.00    0.00    0.00  
text42|                                                                                                                                                                                                                                                                                                                                                        0.00    0.00    0.00    0.00    0.00  
text43|                                                                                                                                                                                                                                                                                                                                                                0.00    0.00    0.00    0.00  
text44|                                                                                                                                                                                                                                                                                                                                                                        0.00    0.00    0.00  
text45|                                                                                                                                                                                                                                                                                                                                                                                1.00    0.00  
text46|                                                                                                                                                                                                                                                                                                                                                                                        0.00  
text47|                                                                                                                                                                                                                                                                                                                                                                                              
